Year,District,Total cases,Total deaths,District code,No:of villages inhabited,No:of villages uninhabited,Number of towns,Number of households,Total population,Males,Females,Area(In sq . km),Population per sq . Km,Number of Sub Centres,Number of  Primary Health Centres,Number of Community Health Centres,Sub Divisional Hospital,District Hospital,Percent_Female,Avg_Household_Size,Total_Health_Facilities,Total_Hospitals,Facilities_Per_100k,Hospitals_Per_100k,Percent_Male,Population_Density in sq km,Total cases_Lag_1Y,Total cases_Lag_2Y,Total deaths_Lag_1Y,Total deaths_Lag_2Y
2016,Bharuch,426,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,494,581,0,0
2017,Bharuch,279,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,426,494,0,0
2018,Bharuch,177,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,279,426,0,0
2019,Bharuch,188,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,177,279,0,0
2020,Bharuch,67,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,188,177,0,0
2021,Bharuch,56,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,67,188,0,0
2022,Bharuch,31,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,56,67,0,0
2023,Bharuch,42,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,31,56,0,0
2024,Bharuch,4,0,488,647,6,21,333483,1551019,805707,745312,6509,238,200,38,7,0,1,48.05305415,4.650968715,245,1,15.79606697,0.064473743,51.94694585,238,42,31,0,0
2003,Bhilwara,6010,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,7820,3662,0,0
2004,Bhilwara,5792,3,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,6010,7820,0,0
2005,Bhilwara,6351,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,5792,6010,3,0
2006,Bhilwara,5005,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,6351,5792,0,3
2007,Bhilwara,5808,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,5005,6351,0,0
2008,Bhilwara,2519,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,5808,5005,0,0
2009,Bhilwara,2264,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,2519,5808,0,0
2010,Bhilwara,1077,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,2264,2519,0,0
2011,Bhilwara,1310,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,1077,2264,0,0
2012,Bhilwara,2144,1,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,1310,1077,0,0
2013,Bhilwara,1570,1,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,2144,1310,1,0
2014,Bhilwara,925,2,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,1570,2144,1,1
2015,Bhilwara,537,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,925,1570,2,1
2016,Bhilwara,451,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,537,925,0,2
2017,Bhilwara,510,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,451,537,0,0
2018,Bhilwara,112,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,510,451,0,0
2019,Bhilwara,72,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,112,510,0,0
2020,Bhilwara,59,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,72,112,0,0
2021,Bhilwara,9,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,59,72,0,0
2022,Bhilwara,5,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,9,59,0,0
2023,Bhilwara,4,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,5,9,0,0
2024,Bhilwara,37,0,122,1790,44,9,498125,2408523,1220736,1187787,10455,230,415,63,16,0,1,49.31599158,4.835177917,494,1,20.51049544,0.041519222,50.68400842,230,4,5,0,0
2002,Bhind,1022,1,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1672,2790,1,0
2003,Bhind,1024,2,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1022,1672,1,1
2004,Bhind,1093,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1024,1022,2,1
2005,Bhind,1186,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1093,1024,0,2
2006,Bhind,1014,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1186,1093,0,0
2007,Bhind,1562,1,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1014,1186,0,0
2008,Bhind,5235,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1562,1014,1,0
2009,Bhind,4498,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,5235,1562,0,1
2010,Bhind,2210,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,4498,5235,0,0
2011,Bhind,3142,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,2210,4498,0,0
2012,Bhind,3154,2,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,3142,2210,0,0
2013,Bhind,5213,5,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,3154,3142,2,0
2014,Bhind,3939,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,5213,3154,5,2
2015,Bhind,3313,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,3939,5213,0,5
2016,Bhind,3432,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,3313,3939,0,0
2017,Bhind,1925,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,3432,3313,0,0
2018,Bhind,441,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,1925,3432,0,0
2019,Bhind,261,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,441,1925,0,0
2020,Bhind,52,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,261,441,0,0
2021,Bhind,11,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,52,261,0,0
2022,Bhind,4,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,11,52,0,0
2023,Bhind,5,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,4,11,0,0
2024,Bhind,1,0,420,890,47,12,299233,1703005,926843,776162,4459,382,186,20,7,0,1,45.57602591,5.691233921,213,1,12.50730327,0.058719734,54.42397409,382,5,4,0,0
2002,Bhiwani,78,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,128,45,0,0
2003,Bhiwani,463,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,78,128,0,0
2004,Bhiwani,898,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,463,78,0,0
2005,Bhiwani,1615,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,898,463,0,0
2006,Bhiwani,1844,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,1615,898,0,0
2007,Bhiwani,2374,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,1844,1615,0,0
2008,Bhiwani,2660,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,2374,1844,0,0
2009,Bhiwani,2111,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,2660,2374,0,0
2010,Bhiwani,1335,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,2111,2660,0,0
2011,Bhiwani,3661,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,1335,2111,0,0
2012,Bhiwani,2655,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,3661,1335,0,0
2013,Bhiwani,953,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,2655,3661,0,0
2014,Bhiwani,293,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,953,2655,0,0
2015,Bhiwani,143,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,293,953,0,0
2016,Bhiwani,211,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,143,293,0,0
2017,Bhiwani,65,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,211,143,0,0
2018,Bhiwani,70,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,65,211,0,0
2019,Bhiwani,4,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,70,65,0,0
2020,Bhiwani,1,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,4,70,0,0
2021,Bhiwani,0,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,1,4,0,0
2022,Bhiwani,1,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,0,1,0,0
2023,Bhiwani,1,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,1,0,0,0
2024,Bhiwani,0,0,81,442,2,6,311380,1634445,866672,767773,4778,342,214,42,9,5,1,46.97453876,5.249036547,265,6,16.21345472,0.367097088,53.02546124,342,1,1,0,0
2002,Bhojpur,6,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,8,11,0,0
2003,Bhojpur,3,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,6,8,0,0
2004,Bhojpur,0,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,3,6,0,0
2005,Bhojpur,1,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,0,3,0,0
2006,Bhojpur,1,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,1,0,0,0
2007,Bhojpur,0,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,1,1,0,0
2008,Bhojpur,2,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,0,1,0,0
2009,Bhojpur,2,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,2,0,0,0
2010,Bhojpur,1,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,2,2,0,0
2011,Bhojpur,1,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,1,2,0,0
2012,Bhojpur,0,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,1,1,0,0
2013,Bhojpur,1,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,0,1,0,0
2014,Bhojpur,0,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,1,0,0,0
2015,Bhojpur,7,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,0,1,0,0
2016,Bhojpur,5,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,7,0,0,0
2017,Bhojpur,9,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,5,7,0,0
2018,Bhojpur,15,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,9,5,0,0
2019,Bhojpur,13,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,15,9,0,0
2020,Bhojpur,0,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,13,15,0,0
2021,Bhojpur,0,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,0,13,0,0
2022,Bhojpur,30,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,0,0,0,0
2023,Bhojpur,20,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,30,0,0,0
2024,Bhojpur,4,0,231,997,220,6,416090,2728407,1430380,1298027,2395,1139,302,42,3,1,1,47.57453708,6.557252037,347,2,12.7180439,0.073302847,52.42546292,1139,20,30,0,0
2002,Bhopal,2821,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,4476,4449,0,1
2003,Bhopal,3323,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,2821,4476,0,0
2004,Bhopal,3004,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,3323,2821,0,0
2005,Bhopal,3883,1,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,3004,3323,0,0
2006,Bhopal,5010,1,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,3883,3004,1,0
2007,Bhopal,4752,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,5010,3883,1,1
2008,Bhopal,4159,2,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,4752,5010,0,1
2009,Bhopal,5062,1,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,4159,4752,2,0
2010,Bhopal,2785,1,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,5062,4159,1,2
2011,Bhopal,2048,2,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,2785,5062,1,1
2012,Bhopal,1369,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,2048,2785,2,1
2013,Bhopal,822,2,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,1369,2048,0,2
2014,Bhopal,876,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,822,1369,2,0
2015,Bhopal,1172,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,876,822,0,2
2016,Bhopal,1005,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,1172,876,0,0
2017,Bhopal,805,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,1005,1172,0,0
2018,Bhopal,260,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,805,1005,0,0
2019,Bhopal,117,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,260,805,0,0
2020,Bhopal,18,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,117,260,0,0
2021,Bhopal,37,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,18,117,0,0
2022,Bhopal,19,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,37,18,0,0
2023,Bhopal,13,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,19,37,0,0
2024,Bhopal,2,0,444,501,18,3,501805,2371061,1236130,1134931,2772,855,63,10,3,2,1,47.86595537,4.725064517,76,3,3.205316101,0.126525636,52.13404463,855,13,19,0,0
2002,Bidar,703,0,558,595,25,7,319937,1703300,870665,832635,5448,313,279,53,6,4,1,48.88363764,5.323860635,338,5,19.84383256,0.293547819,51.11636236,313,1158,1431,0,0
2003,Bidar,630,0,558,595,25,7,319937,1703300,870665,832635,5448,313,279,53,6,4,1,48.88363764,5.323860635,338,5,19.84383256,0.293547819,51.11636236,313,703,1158,0,0
2004,Bidar,525,0,558,595,25,7,319937,1703300,870665,832635,5448,313,279,53,6,4,1,48.88363764,5.323860635,338,5,19.84383256,0.293547819,51.11636236,313,630,703,0,0
